html_url,title,state,created_at,closed_at,is_duplicated,is_refactoring_haibo,is_refactoring_zhuolin,conflicts,has_input,has_patch,is_refactoring_final,input property,refactoring type,cross checked,reproducebale,might need to remove,symptom category,symptom sub category,root cause,stage
https://github.com/apache/netbeans/issues/6335,"Module Java Refactoring threw java.lang.IllegalStateException: java.lang.NullPointerException: Cannot invoke ""com.sun.tools.javac.code.Type.getThrownTypes()"" because ""tree.meth.type"" is null",closed,2023-08-13 02:12:48+00:00,2024-04-11 08:37:09+00:00,1,1,0,0,0,1,0,,,,,,,,,
https://github.com/apache/netbeans/issues/6833,unable to refactor/rename directory,closed,2023-12-12 10:40:42+00:00,2023-12-15 18:43:11+00:00,0,1,0,0,0,1,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4257,Record compact constructor parameters are considered unused,closed,2022-06-21 10:00:25+00:00,2024-04-26 10:47:48+00:00,0,1,0,,1,1,0,,not a refactoring,,,,incorrect warning message,,,
https://github.com/apache/netbeans/issues/6774,Refactoring raised an exception trying to move a class from one package of a project to another package in the project.,closed,2023-12-01 22:33:06+00:00,2023-12-02 18:37:45+00:00,1,1,0,0,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/6279,Module CSS Editor threw java.lang.NullPointerException when refactor renaming project folder,closed,2023-07-31 16:53:43+00:00,2023-12-12 19:44:05+00:00,1,1,0,0,0,1,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4024,"java.navigator: ""Find Usages"" and/or ""Refactor"" are occasionally disabled in popup menu",closed,2022-04-23 14:42:06+00:00,2023-11-26 23:08:09+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/7213,nullpointerexception / JspJsfELPlugin,closed,2024-03-31 12:43:41+00:00,2024-04-08 18:22:49+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/6531,Refactor Rename not working in php project.,closed,2023-10-04 19:31:26+00:00,2023-10-05 09:17:44+00:00,0,0,0,,1,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/6790,org.netbeans.lib.nbjavac.services.CancelAbort,closed,2023-12-04 14:54:09+00:00,2024-01-11 18:53:05+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4601,The context menu supports the open in explorerã€open in terminal and copy path function,closed,2022-09-08 02:19:46+00:00,2023-12-12 20:37:46+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/6634,PHP: Ctrl + hover - freezing Netbeans (go to declaration),closed,2023-10-29 23:47:07+00:00,2023-11-23 10:31:17+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/3933,Request to fix editor frozen issue to improve the performance ofã€ˆGo to Declarationã€‰feature,closed,2022-04-06 00:47:43+00:00,2023-11-23 10:30:58+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4976,no library found for namespace http://omnifaces.org/ui,closed,2022-11-16 17:27:24+00:00,2023-07-16 13:13:39+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/6256,"NetBeans 18 Background Scanning of Projects doesn't ever complete, without throwing an Unexpected Exception",closed,2023-07-25 18:14:12+00:00,2023-08-10 20:43:11+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4463,"IDE copy and paste reports ""Not a valid class""",closed,2022-08-02 18:27:30+00:00,2023-01-30 13:40:07+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4360,Refactor => Move Class Generate NullPointerException,closed,2022-07-10 17:11:33+00:00,2022-07-11 13:00:21+00:00,1,1,0,0,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4708,Move members broken,closed,2022-09-30 09:46:40+00:00,2022-10-28 09:46:25+00:00,0,1,0,0,0,1,0,,,,,,,,,
https://github.com/apache/netbeans/issues/3757,Problems with Jakarta Schemas,closed,2022-03-10 18:14:00+00:00,2022-08-22 23:36:21+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/5634,"NetBeans IDE processes do not terminate, and cannot be cancelled.",closed,2023-03-08 19:42:39+00:00,2023-07-04 16:24:20+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4076,Autofocus new name field when renaming folder,closed,2022-05-05 12:55:38+00:00,2022-05-27 16:57:14+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4920,Build fails with UnknownHostException: www.w3.org,closed,2022-11-04 22:54:32+00:00,2022-11-08 11:53:22+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4034,LSP/TypeScript: NPE when trying to generate getter,closed,2022-04-25 14:14:31+00:00,2022-04-29 16:10:16+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/3526,Can't rename classes in newly created maven project,closed,2022-01-28 13:24:21+00:00,2022-01-31 10:09:19+00:00,0,1,0,0,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/3494,Imports of records removed on file save,closed,2022-01-23 21:22:23+00:00,2022-01-26 15:45:52+00:00,0,1,0,,1,1,0,,not a refactoring,,,,,,,
https://github.com/apache/netbeans/issues/4365,java.lang.NullPointerException when creating new JFrame Form,closed,2022-07-12 02:41:34+00:00,2022-07-16 14:08:27+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/4242,"JDK17 - Previous Platform Applications fail with module java.base does not ""opens java.security"" to unnamed module and module java.desktop does not ""opens javax.swing.text""",closed,2022-06-18 17:45:53+00:00,2022-12-01 16:18:09+00:00,0,0,0,,0,0,0,,,,,,,,,
https://github.com/apache/netbeans/issues/3557,Jav.lang Expection,closed,2022-02-05 05:22:57+00:00,2022-02-05 09:12:42+00:00,0,0,0,,0,0,0,,,,,,,,,
